Gene_name_canonical,consensus graph-based annotation (this study),Leiden cluster label (this study),Ground truth (ML6.0),"Itzhak et al. 2016, compartment","Itzhak et al. 2016, global"
MAD2L1BP,nucleus,53,,,Mostly Cytosolic
MBIP,nucleus,53,,,Mostly Nuclear
MORC4,nucleus,53,,,
MPV17L2,nucleus,53,,,Mostly Organellar
NEIL2,nucleus,53,,,Nuclear and Cytosolic
NFIA,nucleus,53,,,Mostly Nuclear
NR2C1,nucleus,53,,,Mostly Nuclear
NR2C2 (P49116),nucleus,53,,,Mostly Nuclear
PHF20,nucleus,53,,,Mostly Nuclear
PKNOX1,nucleus,53,,,Mostly Nuclear
PPAN (H7C446),nucleus,53,,Large Protein Complex,Mostly Nuclear
PTBP2 (A0A6Q8PEZ3),nucleus,53,,Large Protein Complex,Mostly Nuclear
RBBP8,nucleus,53,,,Mostly Nuclear
REXO1,nucleus,53,,,Mostly Nuclear
SCMH1,nucleus,53,,,Mostly Nuclear
SFMBT1,nucleus,53,,,Mostly Nuclear
SIX5,nucleus,53,,,Nuclear and Cytosolic
STRA13,nucleus,53,,,
TAF1,nucleus,53,,,Mostly Nuclear
TET1,nucleus,53,,,
TFAP4,nucleus,53,,,Mostly Nuclear
TIGD2,nucleus,53,,,Mostly Nuclear
UHRF2,nucleus,53,,,Mostly Nuclear
USPL1,nucleus,53,,,Mostly Nuclear
YLPM1 (U3KQT9),nucleus,53,,Large Protein Complex,Mostly Nuclear
ZBTB17,nucleus,53,,,Mostly Nuclear
ZHX1,nucleus,53,,,Mostly Nuclear
ZNF292,nucleus,53,,,Nuclear and Cytosolic
ZNF3,nucleus,53,,,Nuclear and Cytosolic
ZNF445,nucleus,53,,,Mostly Nuclear
ZNF7,nucleus,53,,,Mostly Nuclear
ZNF770,nucleus,53,,,Mostly Nuclear
ZSCAN12,nucleus,53,,,Mostly Nuclear
ABCE1 (H0Y990),unclassified,54,,Large Protein Complex,Organellar and Cytosolic
ABHD5,unclassified,54,,,Mostly Organellar
ATXN2L (H3BSK9),stress_granule,54,stress granule,Large Protein Complex,Organellar and Cytosolic
B3KMU8[p];B3KM26[p],unclassified,54,,,
CCDC186,unclassified,54,,Large Protein Complex,Mostly Organellar
CCN1,unclassified,54,,Large Protein Complex,Organellar and Cytosolic
CD101,unclassified,54,,,
CD55 (A0A172WBW8),unclassified,54,plasma membrane,Plasma membrane,Mostly Organellar
CD55 (A0A223PIC2),unclassified,54,plasma membrane,Plasma membrane,Mostly Organellar
CDC42EP3,unclassified,54,,,
CNTNAP1,unclassified,54,,,
COL2A1,unclassified,54,,,
DENND4B,unclassified,54,,,
ELOVL6,unclassified,54,,,
FZD6,plasma_membrane,54,,Plasma membrane,Mostly Organellar
GAS2L3,unclassified,54,,,Organellar and Cytosolic
JTB,unclassified,54,,,Mostly Organellar
KIAA0825,unclassified,54,,,
LAMA1,unclassified,54,,Endosome,Organellar and Cytosolic
LEPROTL1,unclassified,54,,Endosome,Mostly Organellar
LIG4,unclassified,54,,,Mostly Cytosolic
LIMCH1 (G5EA03),unclassified,54,actin-binding_protein,Actin binding proteins,Broad distribution
LTBP4,unclassified,54,,,
MARVELD1,unclassified,54,,Plasma membrane,Mostly Organellar
MAZ,unclassified,54,,Large Protein Complex,Mostly Nuclear
MFSD14A,unclassified,54,,,Mostly Organellar
NAA38,unclassified,54,,,Organellar and Cytosolic
NHSL2,unclassified,54,,,
NPHP1,unclassified,54,,,
NPM1 (A0A7I2V3U2),nucleus,54,,Large Protein Complex,Broad distribution
ORMDL3,nucleus,54,,ER,Mostly Organellar
OSBPL8 (F8W060),ER,54,ER,ER,Mostly Organellar
PALM2,unclassified,54,,,
PAXX,unclassified,54,,,Mostly Cytosolic
PHOX2B,unclassified,54,,,
PLEKHM1,unclassified,54,,,
PLXNB2 (A0PK02),plasma_membrane,54,plasma membrane,Plasma membrane,Mostly Organellar
PRICKLE3,unclassified,54,,,Mostly Organellar
QSOX1,unclassified,54,,,Mostly Organellar
RAB15,unclassified,54,,,
RPL13A (Q9BSQ6),translation,54,ribosome,Large Protein Complex,Organellar and Cytosolic
RPL36AL,unclassified,54,ribosome,Large Protein Complex,Mostly Organellar
RTN4RL2,unclassified,54,plasma membrane,Plasma membrane,Mostly Organellar
RWDD2A,unclassified,54,,,Mostly Cytosolic
S1PR5,unclassified,54,,,
SMAGP,unclassified,54,,,
SPON1,unclassified,54,,,
SPPL2B,unclassified,54,,,Mostly Organellar
STARD3 (Q14849),lysosome,54,,Endosome,Mostly Organellar
SULF2,unclassified,54,,,
TIMP2,unclassified,54,,Plasma membrane,Mostly Organellar
TMEM141,unclassified,54,,,Mostly Organellar
TOB2,unclassified,54,,,Organellar and Cytosolic
TRAF3,unclassified,54,,,
TRIM71,unclassified,54,,,
TTMP,unclassified,54,,,Mostly Organellar
ZMAT5,unclassified,54,,,Mostly Nuclear
ADAM22,plasma_membrane,55,,,Mostly Organellar
ADAMTS1,early_endosome,55,,,Organellar and Cytosolic
ADCY3,plasma_membrane,55,,,Mostly Organellar
ADCY9,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
ATP1B3,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
B3KNF9[p],plasma_membrane,55,,,
B4DX43[p];B3KNN9[p],plasma_membrane,55,,,
BMPR1A,plasma_membrane,55,,ER,Mostly Organellar
CD63,plasma_membrane,55,,Lysosome,Mostly Organellar
CDC42SE2,plasma_membrane,55,,Plasma membrane,Mostly Organellar
CLDND1,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
CNNM2,plasma_membrane,55,,Plasma membrane,Organellar and Cytosolic
CNNM4,plasma_membrane,55,,Plasma membrane,Organellar and Cytosolic
DCBLD1,plasma_membrane,55,,,Mostly Organellar
DNAJC25-GNG10,plasma_membrane,55,,,
EHD4,plasma_membrane,55,,Endosome,Broad distribution
EPHA3,plasma_membrane,55,,,
EPHA4,plasma_membrane,55,,,
EPHA7,plasma_membrane,55,,,
F2R,plasma_membrane,55,,,
FGFR2-AHCYL1,plasma_membrane,55,,,
GJC1,plasma_membrane,55,,,Mostly Organellar
GPC1,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
INSR,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
ITGA4,plasma_membrane,55,,,
KCTD12,cytosol,55,,,Mostly Cytosolic
LDLRAP1,plasma_membrane,55,,Large Protein Complex,Organellar and Cytosolic
LGALS3BP,ER,55,ER,ER,Mostly Organellar
LRRC8E,plasma_membrane,55,,Plasma membrane,Mostly Organellar
MEAK7,plasma_membrane,55,,Plasma membrane,Mostly Cytosolic
MMP15,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
MYORG,plasma_membrane,55,,,Mostly Organellar
NEO1,plasma_membrane,55,,,
NOTCH1,plasma_membrane,55,,Plasma membrane,Mostly Organellar
NRP1,plasma_membrane,55,,,Mostly Organellar
PLPP3,plasma_membrane,55,,Plasma membrane,Mostly Organellar
PTP4A1,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
PTPN11,plasma_membrane,55,,Large Protein Complex,Broad distribution
PTPRU,plasma_membrane,55,,,
RHOBTB3,plasma_membrane,55,,Golgi,Mostly Organellar
RNF130,plasma_membrane,55,,,Mostly Organellar
RNF149,plasma_membrane,55,,ER,Mostly Organellar
ROBO1,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
ROCK1,plasma_membrane,55,,Large Protein Complex,Mostly Cytosolic
SCARF2,plasma_membrane,55,,,
SERPINE2,plasma_membrane,55,,Plasma membrane,Mostly Organellar
SLC29A2,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
SLC31A1,plasma_membrane,55,,Plasma membrane,Mostly Organellar
SLC43A1,plasma_membrane,55,,Plasma membrane,Mostly Organellar
SLC4A7 (B5M450),plasma_membrane,55,,Plasma membrane,Mostly Organellar
SLC5A3,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
SRC,plasma_membrane,55,,,Mostly Organellar
TGFBR3,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
TMEM132A,plasma_membrane,55,plasma membrane,Plasma membrane,Mostly Organellar
TMEM51,plasma_membrane,55,,,Mostly Organellar
TSPAN7,plasma_membrane,55,,,
ANKRD40,Golgi,56,,,Mostly Cytosolic
ARFGAP3,Golgi,56,,Golgi,Broad distribution
ARL5B,Golgi,56,,,Organellar and Cytosolic
ARMH3,Golgi,56,,Plasma membrane,Broad distribution
B3GALT6,Golgi,56,,,Mostly Organellar
B3KMW0[p],Golgi,56,,,
BTBD2,Golgi,56,,,Organellar and Cytosolic
C1GALT1,Golgi,56,,Golgi,Mostly Organellar
CERT1,Golgi,56,,,Mostly Cytosolic
CHPF,Golgi,56,,,Mostly Organellar
CHPF2,Golgi,56,,Large Protein Complex,Mostly Organellar
CHSY1,Golgi,56,,Mitochondrion,Organellar and Cytosolic
COG3 (B4E2F3),Golgi,56,,Golgi,Mostly Cytosolic
COG5 (U3KQU7),Golgi,56,,Golgi,Mostly Cytosolic
CST3,Golgi,56,,ER,Mostly Organellar
CYB561D2,Golgi,56,ER,ER,Mostly Organellar
DIPK1A,Golgi,56,,,
DSE,Golgi,56,,,
EXTL2,Golgi,56,Golgi,Golgi,Mostly Organellar
EXTL3,Golgi,56,,Golgi,Mostly Organellar
FHIP2A,Golgi,56,,Large Protein Complex,Mostly Cytosolic
FKRP,Golgi,56,,,Mostly Organellar
FUT8,Golgi,56,,,Mostly Organellar
GALNT12,Golgi,56,,,
GALNT4,Golgi,56,,,
GALNT6,Golgi,56,Golgi,Golgi,Mostly Organellar
GCC1,Golgi,56,,Actin binding proteins,Organellar and Cytosolic
GLB1L2,Golgi,56,,,
GOLPH3L,Golgi,56,,,Broad distribution
GPR108,Golgi,56,,Golgi,Mostly Organellar
HOOK2,Golgi,56,,,Mostly Cytosolic
IFT20,Golgi,56,,Large Protein Complex,Organellar and Cytosolic
INPP5B,cytosol,56,,,Mostly Cytosolic
KDELR1,Golgi,56,,Ergic/cisGolgi,Mostly Organellar
KIAA0930,Golgi,56,,Large Protein Complex,Organellar and Cytosolic
LTBP1,Golgi,56,,,
MANEA,Golgi,56,,,
MANEAL,Golgi,56,,,
MFSD5,Golgi,56,,Golgi,Mostly Organellar
MGAT4B,Golgi,56,,Mitochondrion,Organellar and Cytosolic
MGAT5,Golgi,56,,Golgi,Mostly Organellar
NAA60,Golgi,56,,,Mostly Organellar
NDST1,Golgi,56,,,Organellar and Cytosolic
PLAT,Golgi,56,,,
PLEKHA8,Golgi,56,,,
PLTP,ER,56,,,
POMGNT1,Golgi,56,,Golgi,Mostly Organellar
PXYLP1,Golgi,56,,,
RFNG,Golgi,56,,,
SLC30A7,Golgi,56,,Large Protein Complex,Mostly Organellar
TMEM87B,Golgi,56,,Golgi,Mostly Organellar
TRIM32,Golgi,56,,Large Protein Complex,Organellar and Cytosolic
TSKU,Golgi,56,,,Mostly Organellar
VPS13D,Golgi,56,,Large Protein Complex,Organellar and Cytosolic
VPS54,Golgi,56,,Ergic/cisGolgi,Mostly Organellar
XYLT2,Golgi,56,,,Mostly Organellar
ACTC1,actin_cytoskeleton,57,,,
ACTG1,actin_cytoskeleton,57,,Actin binding proteins,Broad distribution
ACTN1,plasma_membrane,57,actin-binding_protein,Actin binding proteins,Broad distribution
ACTN4,actin_cytoskeleton,57,actin-binding_protein,Actin binding proteins,Broad distribution
AKAP12,actin_cytoskeleton,57,,,
ANXA2,actin_cytoskeleton,57,plasma membrane,Plasma membrane,Organellar and Cytosolic
ANXA6 (A0A0S2Z2Z6),cytosol,57,,Plasma membrane,Mostly Cytosolic
ARF6,plasma_membrane,57,plasma membrane,Plasma membrane,Mostly Organellar
B4DH52[p],nucleus,57,,,
C1orf198,actin_cytoskeleton,57,,,Nuclear and Cytosolic
CDC42,plasma_membrane,57,plasma membrane,Plasma membrane,Organellar and Cytosolic
CDC42EP2,actin_cytoskeleton,57,,,Mostly Cytosolic
CDK5,cytosol,57,,Large Protein Complex,Mostly Cytosolic
CFL1,actin_cytoskeleton,57,,Plasma membrane,Broad distribution
CLIP1,cytosol,57,,Large Protein Complex,Mostly Cytosolic
CNN3,actin_cytoskeleton,57,,,
CTNND1 (C9JZR2),plasma_membrane,57,,No Prediction,Organellar and Cytosolic
CYRIB,cytosol,57,plasma membrane,Plasma membrane,Broad distribution
DKFZp686M0430,actin_cytoskeleton,57,,,
DSTN,actin_cytoskeleton,57,,Plasma membrane,Mostly Cytosolic
EXOC2,plasma_membrane,57,,Large Protein Complex,Broad distribution
EXOC3,plasma_membrane,57,,Large Protein Complex,Broad distribution
EXOC7,actin_cytoskeleton,57,,Large Protein Complex,Organellar and Cytosolic
FERMT2,actin_cytoskeleton,57,,Golgi,Broad distribution
FLNA,actin_cytoskeleton,57,,Actin binding proteins,Broad distribution
FLNB,actin_cytoskeleton,57,actin-binding_protein,Actin binding proteins,Nuclear and Cytosolic
GMFB,actin_cytoskeleton,57,,Large Protein Complex,Broad distribution
GRB2,plasma_membrane,57,,Large Protein Complex,Mostly Cytosolic
GTF2I,nucleus,57,,Plasma membrane,Mostly Nuclear
HPCAL1,plasma_membrane,57,,Plasma membrane,Broad distribution
IQGAP1,actin_cytoskeleton,57,,Actin binding proteins,Nuclear and Cytosolic
LIMS1,cytosol,57,,Large Protein Complex,Broad distribution
MTPN,actin_cytoskeleton,57,,Large Protein Complex,Mostly Cytosolic
MYH10,actin_cytoskeleton,57,,Actin binding proteins,Broad distribution
MYH9,actin_cytoskeleton,57,actin-binding_protein,Actin binding proteins,Nuclear and Cytosolic
MYL12B,actin_cytoskeleton,57,actin-binding_protein,Actin binding proteins,Broad distribution
MYL6 (G8JLA2),actin_cytoskeleton,57,actin-binding_protein,Actin binding proteins,Nuclear and Cytosolic
MYL6 (P60660),actin_cytoskeleton,57,actin-binding_protein,Actin binding proteins,Nuclear and Cytosolic
NCAM2,actin_cytoskeleton,57,,,
NCS1,plasma_membrane,57,,Plasma membrane,Broad distribution
PDCD5,actin_cytoskeleton,57,,Large Protein Complex,Mostly Cytosolic
PDLIM1,plasma_membrane,57,actin-binding_protein,Actin binding proteins,Broad distribution
PIP4K2C,actin_cytoskeleton,57,,Golgi,Organellar and Cytosolic
PPP1CA,actin_cytoskeleton,57,,Large Protein Complex,Broad distribution
PPP1CB,actin_cytoskeleton,57,,Large Protein Complex,Broad distribution
PPP1CC,plasma_membrane,57,,Large Protein Complex,Broad distribution
PS1TP5BP1,actin_cytoskeleton,57,,,
RAC3,actin_cytoskeleton,57,,,
RHOA,plasma_membrane,57,,Plasma membrane,Organellar and Cytosolic
SH3BGRL,cytosol,57,,,
STK24 (Q9Y6E0),actin_cytoskeleton,57,,Large Protein Complex,Broad distribution
TPM1 (H7BYY1),cytosol,57,,Golgi,Mostly Cytosolic
TPM3 (B2RDE1),actin_cytoskeleton,57,,Golgi,Mostly Cytosolic
TPM4 (P67936),cytosol,57,,Golgi,Mostly Cytosolic
UBE2D3,cytosol,57,,Large Protein Complex,Nuclear and Cytosolic
BCAS2,nucleus,58,,Large Protein Complex,Broad distribution
BCL2L2-PABPN1,nucleus,58,,,
BCLAF1 (Q9NYF8),nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
BRD2,nucleus,58,,,Mostly Nuclear
CDCA8,nucleus,58,,Large Protein Complex,Mostly Nuclear
CELF1,nucleus,58,stress granule,Large Protein Complex,Broad distribution
CSTF1,nucleus,58,,Large Protein Complex,Mostly Nuclear
CSTF2,nucleus,58,,Large Protein Complex,Broad distribution
CSTF3,nucleus,58,,Large Protein Complex,Mostly Nuclear
DDX39A,nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
DDX39B,nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
DKFZp686A13234,nucleus,58,,,
DNMT1 (A0A7I2V490),nucleus,58,,Large Protein Complex,Mostly Nuclear
DPF2,nucleus,58,,,Mostly Nuclear
H0YHG0[p],nucleus,58,,,
HIRA,nucleus,58,,,Mostly Nuclear
HNRNPA0,nucleus,58,,Large Protein Complex,Broad distribution
HNRNPA1 (P09651),nucleus,58,,Large Protein Complex,Mostly Nuclear
HNRNPA1 (A0A7I2V3R8),nucleus,58,,Large Protein Complex,Mostly Nuclear
HNRNPA2B1,nucleus,58,stress granule,Large Protein Complex,Broad distribution
HNRNPA3,nucleus,58,stress granule,Large Protein Complex,Mostly Nuclear
HNRNPAB,nucleus,58,stress granule,Large Protein Complex,Broad distribution
HNRNPC (G3V4C1),nucleus,58,,Large Protein Complex,Mostly Nuclear
HNRNPF,nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
HNRNPH2,nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
HNRNPH3,nucleus,58,,Large Protein Complex,Mostly Nuclear
HNRNPL (Q6NTA2),nucleus,58,,Large Protein Complex,Mostly Nuclear
HNRNPM (M0QZM1),nucleus,58,,Large Protein Complex,Mostly Nuclear
HNRNPR,nucleus,58,,Large Protein Complex,Broad distribution
HNRNPUL2,nucleus,58,,Large Protein Complex,Mostly Nuclear
INCENP,nucleus,58,,,Mostly Nuclear
KHDRBS1,nucleus,58,,Large Protein Complex,Mostly Nuclear
LSM8,nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
MAGOHB,nucleus,58,,Large Protein Complex,Broad distribution
MATR3,nucleus,58,,Large Protein Complex,Mostly Nuclear
PABPN1,nucleus,58,,Large Protein Complex,Broad distribution
PHC2,nucleus,58,,,Mostly Nuclear
PPHLN1 (F8W0Q9),nucleus,58,,Large Protein Complex,Mostly Nuclear
Q59EC0[p],nucleus,58,,,
RALY (Q9UKM9),nucleus,58,,Large Protein Complex,Mostly Nuclear
RBMX,nucleus,58,,Large Protein Complex,Mostly Nuclear
RBPJ,nucleus,58,,,Mostly Nuclear
SAFB,nucleus,58,,Large Protein Complex,Mostly Nuclear
SAFB2,nucleus,58,,Large Protein Complex,Mostly Nuclear
SNRPGP15,nucleus,58,,,
SPEN,nucleus,58,,,Nuclear and Cytosolic
SRSF9,nucleus,58,,Large Protein Complex,Mostly Nuclear
TEX10,nucleus,58,,Large Protein Complex,Mostly Nuclear
THRAP3 (Q7Z5U1),nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
THRAP3 (Q9Y2W1),nucleus,58,,Large Protein Complex,Nuclear and Cytosolic
YLPM1 (P49750),nucleus,58,,Large Protein Complex,Mostly Nuclear
ZIC2,nucleus,58,,,Mostly Nuclear
ZNF638,nucleus,58,,Large Protein Complex,Mostly Nuclear
ALG9,ER,59,ER,ER,Mostly Organellar
ASPH,ER,59,ER,ER,Mostly Organellar
CCDC134,ER,59,ER,ER,Mostly Organellar
CNIH4,ER,59,,Ergic/cisGolgi,Mostly Organellar
CNPY2 (F8W031),ER,59,ER,ER,Mostly Organellar
CNPY3,ER,59,,ER,Mostly Organellar
COL6A1,ER,59,,,Broad distribution
COLGALT1,ER,59,ER,ER,Mostly Organellar
DAD1,ER,59,ER,ER,Mostly Organellar
DNAJC3,ER,59,ER,ER,Mostly Organellar
EMC1,ER,59,ER,ER,Mostly Organellar
EMC4,ER,59,,ER,Mostly Organellar
ENDOD1,ER,59,,ER_high_curvature,Mostly Organellar
ERG28,ER,59,,ER,Mostly Organellar
ERLEC1,ER,59,,ER,Mostly Organellar
FKBP10,ER,59,ER,ER,Mostly Organellar
GPX8,ER,59,ER,ER,Mostly Organellar
HACD2,ER,59,ER,ER,Mostly Organellar
HLA-C (V6A6E5),ER,59,,Plasma membrane,Mostly Organellar
HSD17B11,ER,59,ER,ER,Mostly Organellar
IKBIP,ER,59,ER,ER,Mostly Organellar
ILVBL,ER,59,ER,ER,Mostly Organellar
LAMC1,ER,59,ER,ER,Mostly Organellar
LPCAT3,ER,59,ER,ER,Mostly Organellar
MAGT1,ER,59,ER,ER,Mostly Organellar
MLEC,ER,59,ER,ER,Mostly Organellar
MOGS,ER,59,ER,ER,Mostly Organellar
MSMO1,ER,59,ER,ER,Mostly Organellar
NCEH1,ER,59,ER,ER,Mostly Organellar
NOMO2,ER,59,,,Mostly Organellar
NUP210,ER,59,ER,ER,Mostly Nuclear
P4HA1,ER,59,ER,ER,Mostly Organellar
PCYOX1,ER,59,ER,ER,Mostly Organellar
PDIA5,ER,59,ER,ER,Mostly Organellar
PIGK,ER,59,ER,ER,Mostly Organellar
PIGS,ER,59,ER,ER,Mostly Organellar
PIGT,ER,59,ER,ER,Mostly Organellar
PLOD1,ER,59,ER,ER,Mostly Organellar
PLOD2,ER,59,ER,ER,Mostly Organellar
PPIC,ER,59,,ER,Mostly Organellar
PRKCSH (K7ELL7),ER,59,ER,ER,Mostly Organellar
QPCTL,ER,59,,ER,Mostly Organellar
RFT1,ER,59,ER,ER,Mostly Organellar
SDF2,ER,59,ER,ER,Mostly Organellar
SPCS3,ER,59,ER,ER,Mostly Organellar
SSR4,ER,59,ER,ER,Mostly Organellar
SUMF2,ER,59,ER,ER,Mostly Organellar
TMEM33,ER,59,ER,ER,Mostly Organellar
TMEM43,ER,59,ER,ER,Mostly Organellar
TMTC3,ER,59,ER,ER,Mostly Organellar
TXNDC12,ER,59,,ER,Mostly Organellar
TXNDC15,ER,59,ER,ER,Mostly Organellar
UGGT1,ER,59,ER,ER,Mostly Organellar
ADD2,actin_cytoskeleton,60,,,
AFDN (J3KN01),plasma_membrane,60,,,
AHNAK,plasma_membrane,60,,Golgi,Mostly Organellar
ANK3 (Q12955),cytosol,60,,,
ANLN,plasma_membrane,60,,Large Protein Complex,Broad distribution
APC,actin_cytoskeleton,60,,Large Protein Complex,Organellar and Cytosolic
BMP2K,plasma_membrane,60,,Actin binding proteins,Mostly Organellar
C2CD5,plasma_membrane,60,,Plasma membrane,Mostly Organellar
CALD1,actin_cytoskeleton,60,,Actin binding proteins,Broad distribution
CASK,plasma_membrane,60,,Plasma membrane,Mostly Organellar
CDC42BPA,actin_cytoskeleton,60,,Large Protein Complex,Organellar and Cytosolic
CGN,plasma_membrane,60,,,Nuclear and Cytosolic
CIT (O14578),plasma_membrane,60,,Large Protein Complex,Mostly Organellar
CTNNAL1,plasma_membrane,60,,Plasma membrane,Broad distribution
DLG1 (Q12959),plasma_membrane,60,,Plasma membrane,Mostly Organellar
DMD (A0A0S2Z3J7),plasma_membrane,60,,Plasma membrane,Broad distribution
EPB41L5,plasma_membrane,60,,Plasma membrane,Mostly Organellar
EPN2,plasma_membrane,60,,Plasma membrane,Broad distribution
ERBIN,plasma_membrane,60,,Plasma membrane,Mostly Organellar
HIP1,plasma_membrane,60,,Actin binding proteins,Organellar and Cytosolic
HIP1R,plasma_membrane,60,,Large Protein Complex,Organellar and Cytosolic
ITSN2,plasma_membrane,60,,Plasma membrane,Mostly Organellar
KIAA1671,plasma_membrane,60,,Large Protein Complex,Mostly Organellar
LRRC1,plasma_membrane,60,,Plasma membrane,Mostly Organellar
MACF1 (A0A0A6YYJ5),plasma_membrane,60,,Large Protein Complex,Organellar and Cytosolic
MPDZ,actin_cytoskeleton,60,actin-binding_protein,Actin binding proteins,Organellar and Cytosolic
MPP1,plasma_membrane,60,,,Broad distribution
MPP2,plasma_membrane,60,,,Broad distribution
MPP7,plasma_membrane,60,,Plasma membrane,Mostly Organellar
MPRIP (A0A494BZV2),plasma_membrane,60,,Actin binding proteins,Mostly Organellar
MPRIP (B9EGI2),plasma_membrane,60,,Actin binding proteins,Mostly Organellar
MYO1B,plasma_membrane,60,plasma membrane,Plasma membrane,Mostly Organellar
MYO1C (O00159),plasma_membrane,60,,Plasma membrane,Mostly Organellar
MYO1D,plasma_membrane,60,,,
NCKIPSD,actin_cytoskeleton,60,,,Mostly Cytosolic
NES,actin_cytoskeleton,60,,Large Protein Complex,Mostly Cytosolic
PALM2AKAP2,plasma_membrane,60,,,
PALS2,plasma_membrane,60,,Plasma membrane,Mostly Organellar
PARD3,plasma_membrane,60,,Large Protein Complex,Organellar and Cytosolic
PATJ,plasma_membrane,60,,Plasma membrane,Broad distribution
PPP1R12A,plasma_membrane,60,actin-binding_protein,Actin binding proteins,Organellar and Cytosolic
PPP1R9B,plasma_membrane,60,,Actin binding proteins,Broad distribution
PTPN13,plasma_membrane,60,,,
RAI14,plasma_membrane,60,,Plasma membrane,Mostly Organellar
SCRIB,plasma_membrane,60,,Plasma membrane,Mostly Organellar
SEPTIN8,actin_cytoskeleton,60,,Large Protein Complex,Mostly Organellar
SNTB2,plasma_membrane,60,plasma membrane,Plasma membrane,Mostly Organellar
SPECC1L,plasma_membrane,60,,Large Protein Complex,Mostly Organellar
SPTBN2,actin_cytoskeleton,60,,Actin binding proteins,Broad distribution
TJP1 (G3V1L9),actin_cytoskeleton,60,actin-binding_protein,Actin binding proteins,Nuclear and Cytosolic
TJP2,plasma_membrane,60,actin-binding_protein,Actin binding proteins,Broad distribution
TP53BP2,plasma_membrane,60,,Large Protein Complex,Broad distribution
UTRN,plasma_membrane,60,,Actin binding proteins,Mostly Organellar
ABCC5,early_endosome,61,plasma membrane,Plasma membrane,Mostly Organellar
APLP2,early_endosome,61,,Endosome,Mostly Organellar
ATP6V1A,early_endosome,61,,Endosome,Broad distribution
ATP6V1B2,early_endosome,61,,Endosome,Organellar and Cytosolic
ATP6V1C1,early_endosome,61,,Endosome,Broad distribution
ATP6V1D,early_endosome,61,,Endosome,Organellar and Cytosolic
ATP6V1E1,early_endosome,61,,Endosome,Organellar and Cytosolic
ATP6V1G1,early_endosome,61,,Endosome,Organellar and Cytosolic
ATP6V1H,early_endosome,61,,Endosome,Mostly Cytosolic
B7Z3S5[p];Q59FT7[p];B7Z9N9[p],early_endosome,61,,,
BRAF (D7RF68),cytosol,61,,,Mostly Cytosolic
CHMP4B,early_endosome,61,early_endosome,Endosome,Mostly Cytosolic
